support,itemsets
0.023420115709835335,"frozenset({'JUMBO BAG BAROQUE BLACK WHITE', 'JUMBO SHOPPER VINTAGE RED PAISLEY'})"
0.023253226524254562,frozenset({'SOLDIERS EGG CUP'})
0.023253226524254562,"frozenset({'ALARM CLOCK BAKELIKE PINK', 'ALARM CLOCK BAKELIKE GREEN'})"
0.023197596795727637,"frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY', 'JUMBO BAG PINK VINTAGE PAISLEY'})"
0.023141967067200713,frozenset({'VINTAGE CREAM DOG FOOD CONTAINER'})
0.023141967067200713,frozenset({'REGENCY TEAPOT ROSES'})
0.02308633733867379,"frozenset({'NATURAL SLATE HEART CHALKBOARD', 'WHITE HANGING HEART T-LIGHT HOLDER'})"
0.02308633733867379,"frozenset({'LUNCH BAG BLACK SKULL.', 'LUNCH BAG APPLE DESIGN'})"
0.02308633733867379,frozenset({'NATURAL SLATE RECTANGLE CHALKBOARD'})
0.02308633733867379,frozenset({'IVORY DINER WALL CLOCK'})
0.02308633733867379,frozenset({'CHARLOTTE BAG DOLLY GIRL DESIGN'})
0.02308633733867379,frozenset({'VINTAGE DOILY TRAVEL SEWING KIT'})
0.02308633733867379,"frozenset({'JUMBO BAG RED RETROSPOT', 'RECYCLING BAG RETROSPOT'})"
0.02308633733867379,"frozenset({'CHARLOTTE BAG SUKI DESIGN', 'STRAWBERRY CHARLOTTE BAG'})"
0.02303070761014686,"frozenset({'JUMBO BAG RED RETROSPOT', 'JUMBO STORAGE BAG SKULLS'})"
0.02303070761014686,"frozenset({'JUMBO BAG BAROQUE BLACK WHITE', 'JUMBO BAG PINK POLKADOT'})"
0.02303070761014686,"frozenset({'JUMBO BAG RED RETROSPOT', 'JUMBO BAG ALPHABET'})"
0.022975077881619937,frozenset({'FELTCRAFT PRINCESS LOLA DOLL'})
0.022975077881619937,frozenset({'GINGHAM HEART DECORATION'})
0.022975077881619937,"frozenset({'JUMBO BAG RED RETROSPOT', 'JUMBO BAG PINK POLKADOT', 'JUMBO STORAGE BAG SUKI'})"
0.022919448153093012,frozenset({'SKULL LUNCH BOX WITH CUTLERY'})
0.022919448153093012,frozenset({'METAL SIGN TAKE IT OR LEAVE IT'})
0.022919448153093012,frozenset({'STRAWBERRY SHOPPER BAG'})
0.022919448153093012,frozenset({'TRADITIONAL WOODEN CATCH CUP GAME'})
0.022863818424566088,frozenset({'SKULL SHOULDER BAG'})
0.022808188696039164,frozenset({'PINK VINTAGE PAISLEY PICNIC BAG'})
0.022808188696039164,"frozenset({'CHARLOTTE BAG SUKI DESIGN', 'CHARLOTTE BAG PINK POLKADOT'})"
0.022808188696039164,"frozenset({'SET OF 6 SPICE TINS PANTRY DESIGN', 'SET OF 3 CAKE TINS PANTRY DESIGN'})"
0.02275255896751224,frozenset({'WHITE SPOT RED CERAMIC DRAWER KNOB'})
0.02275255896751224,frozenset({'RIBBON REEL STRIPES DESIGN'})
0.022696929238985315,frozenset({'TRAVEL CARD WALLET VINTAGE TICKET'})
0.022696929238985315,"frozenset({'WOODEN PICTURE FRAME WHITE FINISH', 'WHITE HANGING HEART T-LIGHT HOLDER'})"
0.022696929238985315,"frozenset({'GREEN REGENCY TEACUP AND SAUCER', 'ROSES REGENCY TEACUP AND SAUCER', 'REGENCY CAKESTAND 3 TIER'})"
0.022641299510458388,frozenset({'SET OF 60 I LOVE LONDON CAKE CASES'})
0.022641299510458388,frozenset({'DOORMAT ENGLISH ROSE'})
0.022641299510458388,frozenset({'WOODEN UNION JACK BUNTING'})
0.022585669781931463,"frozenset({'STRAWBERRY CHARLOTTE BAG', 'WOODLAND CHARLOTTE BAG'})"
0.022585669781931463,"frozenset({'JUMBO BAG PEARS', 'JUMBO BAG APPLES'})"
0.02253004005340454,frozenset({'TOILET METAL SIGN'})
0.02253004005340454,frozenset({'SET 6 SCHOOL MILK BOTTLES IN CRATE'})
0.02253004005340454,frozenset({'WICKER STAR'})
0.02253004005340454,"frozenset({'JUMBO BAG RED RETROSPOT', 'LUNCH BAG SUKI DESIGN'})"
0.02241878059635069,"frozenset({""BOX OF 6 MINI 50'S CRACKERS""})"
0.02241878059635069,frozenset({'WOOD S/3 CABINET ANT WHITE FINISH'})
0.022363150867823766,frozenset({'PINK HAPPY BIRTHDAY BUNTING'})
0.022363150867823766,frozenset({'CHICK GREY HOT WATER BOTTLE'})
0.02230752113929684,frozenset({'VINTAGE CHRISTMAS BUNTING'})
0.022029372496662217,"frozenset({'LUNCH BAG WOODLAND', 'LUNCH BAG PINK POLKADOT'})"
0.021973742768135292,"frozenset({'PARTY BUNTING', 'REGENCY CAKESTAND 3 TIER'})"
0.021973742768135292,"frozenset({'JUMBO STORAGE BAG SUKI', 'DOTCOM POSTAGE'})"
0.021973742768135292,"frozenset({'CHARLOTTE BAG PINK POLKADOT', 'WOODLAND CHARLOTTE BAG'})"
0.021918113039608368,"frozenset({'RED RETROSPOT CHARLOTTE BAG', 'LUNCH BAG RED RETROSPOT'})"
0.021918113039608368,"frozenset({'RECIPE BOX PANTRY YELLOW DESIGN', 'SET OF 3 CAKE TINS PANTRY DESIGN'})"
0.02186248331108144,"frozenset({'LUNCH BAG APPLE DESIGN', 'LUNCH BAG SPACEBOY DESIGN'})"
0.021806853582554516,"frozenset({'PINK REGENCY TEACUP AND SAUCER', 'REGENCY CAKESTAND 3 TIER'})"
0.021806853582554516,"frozenset({'CHOCOLATE HOT WATER BOTTLE', 'HOT WATER BOTTLE I AM SO POORLY'})"
0.021751223854027592,"frozenset({'HEART OF WICKER SMALL', 'WHITE HANGING HEART T-LIGHT HOLDER'})"
0.021751223854027592,"frozenset({'JUMBO BAG OWLS', 'JUMBO BAG RED RETROSPOT'})"
0.021751223854027592,"frozenset({'JUMBO BAG ALPHABET', 'JUMBO BAG APPLES'})"
0.021695594125500667,"frozenset({'JUMBO BAG WOODLAND ANIMALS', 'JUMBO SHOPPER VINTAGE RED PAISLEY'})"
0.021695594125500667,"frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY', 'JUMBO BAG RED RETROSPOT', 'JUMBO STORAGE BAG SUKI'})"
0.021639964396973743,"frozenset({'WHITE HANGING HEART T-LIGHT HOLDER', 'PARTY BUNTING'})"
0.02158433466844682,"frozenset({'LUNCH BAG DOLLY GIRL DESIGN', 'LUNCH BAG SPACEBOY DESIGN'})"
0.02158433466844682,"frozenset({'WOODEN HEART CHRISTMAS SCANDINAVIAN', 'WOODEN STAR CHRISTMAS SCANDINAVIAN'})"
0.02113929684023142,"frozenset({'JAM MAKING SET WITH JARS', 'SET OF 3 CAKE TINS PANTRY DESIGN'})"
0.021083667111704493,"frozenset({'STRAWBERRY CHARLOTTE BAG', 'CHARLOTTE BAG PINK POLKADOT'})"
0.021083667111704493,"frozenset({'JUMBO BAG PINK POLKADOT', 'JUMBO BAG PINK VINTAGE PAISLEY'})"
0.02102803738317757,"frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY', 'JUMBO BAG RED RETROSPOT', 'JUMBO BAG PINK POLKADOT'})"
0.02091677792612372,"frozenset({'JUMBO STORAGE BAG SUKI', 'JUMBO BAG APPLES'})"
0.02091677792612372,"frozenset({'LUNCH BAG BLACK SKULL.', 'JUMBO BAG RED RETROSPOT'})"
0.020749888740542947,"frozenset({'LUNCH BAG ALPHABET DESIGN', 'LUNCH BAG APPLE DESIGN'})"
0.020749888740542947,"frozenset({'ALARM CLOCK BAKELIKE IVORY', 'ALARM CLOCK BAKELIKE RED'})"
0.020749888740542947,"frozenset({'PACK OF 72 RETROSPOT CAKE CASES', 'PACK OF 72 SKULL CAKE CASES'})"
0.02058299955496217,"frozenset({'SET/20 RED RETROSPOT PAPER NAPKINS', 'SET/6 RED SPOTTY PAPER PLATES'})"
0.020527369826435247,"frozenset({'LUNCH BAG WOODLAND', 'LUNCH BAG APPLE DESIGN'})"
0.020416110369381398,"frozenset({'LUNCH BAG CARS BLUE', 'LUNCH BAG APPLE DESIGN'})"
0.020416110369381398,"frozenset({'JUMBO STORAGE BAG SKULLS', 'JUMBO STORAGE BAG SUKI'})"
0.020360480640854474,"frozenset({'JUMBO STORAGE BAG SUKI', 'JUMBO BAG PINK VINTAGE PAISLEY'})"
0.020304850912327546,"frozenset({'JUMBO BAG APPLES', 'LUNCH BAG APPLE DESIGN'})"
0.020304850912327546,"frozenset({'JUMBO BAG PINK POLKADOT', 'JUMBO BAG APPLES'})"
0.020249221183800622,"frozenset({'LUNCH BAG SUKI DESIGN', 'JUMBO STORAGE BAG SUKI'})"
0.020249221183800622,"frozenset({'JUMBO BAG VINTAGE LEAF', 'JUMBO BAG APPLES'})"
0.020193591455273698,"frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY', 'DOTCOM POSTAGE'})"
0.020193591455273698,"frozenset({'JUMBO BAG RED RETROSPOT', 'LUNCH BAG PINK POLKADOT'})"
0.02008233199821985,"frozenset({'JUMBO BAG WOODLAND ANIMALS', 'DOTCOM POSTAGE'})"
0.02008233199821985,"frozenset({'LUNCH BAG VINTAGE LEAF DESIGN', 'LUNCH BAG APPLE DESIGN'})"
0.02008233199821985,"frozenset({'LUNCH BAG BLACK SKULL.', 'LUNCH BAG RED RETROSPOT', 'LUNCH BAG PINK POLKADOT'})"
